customer_id,age,income,city,plan,tenure_months,monthly_spend,support_calls,churn,signup_date,signup_year,signup_month,signup_weekday,days_as_member,income_was_missing,income_capped
484,41.0,70812.55,Mombasa,Basic,14,50.66,2,0,2023-12-05,2023,12,Tuesday,27,0,70812.55
485,34.0,59112.24,Nairobi,Standard,70,103.66,2,0,2022-02-01,2022,2,Tuesday,699,0,59112.24
486,33.0,67237.79,Kisumu,Basic,8,95.04,2,1,2023-08-08,2023,8,Tuesday,146,0,67237.79
487,27.0,24291.1,Nairobi,Basic,57,51.29,3,0,2023-04-18,2023,4,Tuesday,258,0,24291.1
488,39.0,57844.87,Nairobi,Basic,62,85.05,2,0,2022-12-18,2022,12,Sunday,379,0,57844.87
489,26.0,42137.36,Nairobi,Standard,3,79.25,0,1,2023-09-01,2023,9,Friday,122,0,42137.36
490,42.0,38507.37,Eldoret,Premium,42,50.74,3,0,2023-08-17,2023,8,Thursday,137,0,38507.37
491,46.0,75756.37,Nakuru,Standard,41,90.78,2,0,2022-11-18,2022,11,Friday,409,0,75756.37
492,39.0,102707.17,Eldoret,Standard,26,169.07,7,1,2023-03-17,2023,3,Friday,290,0,102707.17
493,32.0,120232.79,Kisumu,Standard,48,136.19,2,0,2023-07-12,2023,7,Wednesday,173,0,109551.28749999999
494,40.0,94599.17,Kisumu,Standard,30,91.19,1,0,2023-04-24,2023,4,Monday,252,0,94599.17
495,32.0,46403.63,Mombasa,Basic,32,55.56,1,0,2022-12-21,2022,12,Wednesday,376,0,46403.63
496,44.0,58475.32,Eldoret,Standard,31,43.67,1,0,2023-10-29,2023,10,Sunday,64,0,58475.32
497,18.0,71927.32,Mombasa,Standard,57,117.39,0,0,2023-10-07,2023,10,Saturday,86,0,71927.32
498,32.0,52082.74,Nairobi,Basic,45,44.88,2,0,2022-02-17,2022,2,Thursday,683,0,52082.74
499,18.0,52332.98,Kisumu,Standard,27,44.37,0,0,2023-02-04,2023,2,Saturday,331,0,52332.98
500,20.0,74004.16,Mombasa,Basic,66,60.32,1,0,2023-09-02,2023,9,Saturday,121,0,74004.16
